disasterNumber,region,stateNumberCode,state,countyCode,county,city,zip,projectIdentifier,propertyAction,structureType,typeOfResidency,actualAmountPaid,programFy,dateInitiallyApproved,dateApproved,dateClosed,status,programArea,title,type,numberOfProperties,numberOfRecords,damageCategory,granteeTribalIndicator,subgranteeTribalIndicator,id
1379,6,48,Texas,167,Galveston,FRIENDSWOOD,77546,DR-1379-0001-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,99205,2001,2001-07-12T04:00:00.000Z,2014-12-16T05:00:00.000Z,2014-12-17T01:17:36.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe5c61c8f08846845c2
1379,6,48,Texas,201,Harris,HUMBLE,77396,DR-1379-0014-R,Acquisition/Demolition,Manufactured Home,Owner Occupied - Principal Residence,13964,2001,2001-10-16T04:00:00.000Z,2014-12-08T05:00:00.000Z,2014-12-10T20:18:13.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe5c61c8f088468412b
1379,6,48,Texas,167,Galveston,FRIENDSWOOD,77546,DR-1379-0001-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,158874,2001,2001-07-12T04:00:00.000Z,2014-12-16T05:00:00.000Z,2014-12-17T01:17:36.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe5c61c8f08846846ed
1379,6,48,Texas,201,Harris,HOUSTON,77032,DR-1379-0014-R,Acquisition/Demolition,Manufactured Home,Owner Occupied - Principal Residence,956,2001,2001-10-16T04:00:00.000Z,2014-12-08T05:00:00.000Z,2014-12-10T20:18:13.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe5c61c8f08846846b1
1379,6,48,Texas,167,Galveston,FRIENDSWOOD,77546,DR-1379-0001-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,117055,2001,2001-07-12T04:00:00.000Z,2014-12-16T05:00:00.000Z,2014-12-17T01:17:36.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe5c61c8f08846846c5
1379,6,48,Texas,201,Harris,HOUSTON,77039,DR-1379-0014-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,394,2001,2001-10-16T04:00:00.000Z,2014-12-08T05:00:00.000Z,2014-12-10T20:18:13.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2,,50 - 99%,No,No,61339fe5c61c8f08846841a3
1379,6,48,Texas,167,Galveston,FRIENDSWOOD,77546,DR-1379-0001-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,158981,2001,2001-07-12T04:00:00.000Z,2014-12-16T05:00:00.000Z,2014-12-17T01:17:36.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe5c61c8f0884684767
1379,6,48,Texas,201,Harris,HOUSTON,77038,DR-1379-0014-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,48758,2001,2001-10-16T04:00:00.000Z,2014-12-08T05:00:00.000Z,2014-12-10T20:18:13.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe5c61c8f0884684208
1379,6,48,Texas,201,Harris,HOUSTON,77039,DR-1379-0007-R,,Single Family,Owner Occupied - Principal Residence,956,2001,2001-08-14T04:00:00.000Z,2014-12-10T05:00:00.000Z,2014-12-02T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2,,50 - 99%,No,No,61339fe6c61c8f0884684970
1379,6,48,Texas,201,Harris,HOUSTON,77032,DR-1379-0002-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,34205,2001,2001-07-30T04:00:00.000Z,2010-10-21T04:00:00.000Z,2014-02-18T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f08846849e6
1379,6,48,Texas,201,Harris,HOUSTON,77038,DR-1379-0002-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,58962,2001,2001-07-30T04:00:00.000Z,2010-10-21T04:00:00.000Z,2014-02-18T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f08846849e3
1379,6,48,Texas,201,Harris,HOUSTON,77038,DR-1379-0007-R,,Single Family,Owner Occupied - Principal Residence,43628,2001,2001-08-14T04:00:00.000Z,2014-12-10T05:00:00.000Z,2014-12-02T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f08846849b3
1379,6,48,Texas,201,Harris,HOUSTON,77093,DR-1379-0007-R,,Single Family,Owner Occupied - Principal Residence,956,2001,2001-08-14T04:00:00.000Z,2014-12-10T05:00:00.000Z,2014-12-02T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f08846849e1
1379,6,48,Texas,201,Harris,HOUSTON,77037,DR-1379-0007-R,,Single Family,Owner Occupied - Principal Residence,31744,2001,2001-08-14T04:00:00.000Z,2014-12-10T05:00:00.000Z,2014-12-02T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f08846849ec
1379,6,48,Texas,167,Galveston,FRIENDSWOOD,77546,DR-1379-0001-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,78910,2001,2001-07-12T04:00:00.000Z,2014-12-16T05:00:00.000Z,2014-12-17T01:17:36.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe5c61c8f0884684271
1379,6,48,Texas,201,Harris,HUMBLE,77396,DR-1379-0002-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,86350,2001,2001-07-30T04:00:00.000Z,2010-10-21T04:00:00.000Z,2014-02-18T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f0884684a9d
1379,6,48,Texas,201,Harris,HOUSTON,77050,DR-1379-0007-R,,Manufactured Home,Owner Occupied - Principal Residence,225,2001,2001-08-14T04:00:00.000Z,2014-12-10T05:00:00.000Z,2014-12-02T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f0884684ace
1379,6,48,Texas,201,Harris,HOUSTON,77039,DR-1379-0002-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,20073,2001,2001-07-30T04:00:00.000Z,2010-10-21T04:00:00.000Z,2014-02-18T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f0884684ab5
1379,6,48,Texas,201,Harris,HUMBLE,77396,DR-1379-0007-R,,Single Family,Owner Occupied - Principal Residence,24101,2001,2001-08-14T04:00:00.000Z,2014-12-10T05:00:00.000Z,2014-12-02T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f0884684ad6
1379,6,48,Texas,201,Harris,HOUSTON,77032,DR-1379-0003-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,51775,2001,2001-08-01T04:00:00.000Z,2010-03-11T05:00:00.000Z,2014-12-18T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f0884684af3
1379,6,48,Texas,201,Harris,HOUSTON,77038,DR-1379-0002-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,52499,2001,2001-07-30T04:00:00.000Z,2010-10-21T04:00:00.000Z,2014-02-18T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f0884684aee
1379,6,48,Texas,201,Harris,HOUSTON,77037,DR-1379-0014-R,Acquisition/Demolition,Manufactured Home,Owner Occupied - Principal Residence,11207,2001,2001-10-16T04:00:00.000Z,2014-12-08T05:00:00.000Z,2014-12-10T20:18:13.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe5c61c8f0884684307
1379,6,48,Texas,201,Harris,HOUSTON,77038,DR-1379-0003-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,36425,2001,2001-08-01T04:00:00.000Z,2010-03-11T05:00:00.000Z,2014-12-18T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f0884684b20
1379,6,48,Texas,167,Galveston,FRIENDSWOOD ,77546,DR-1379-0001-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,194213,2001,2001-07-12T04:00:00.000Z,2014-12-16T05:00:00.000Z,2014-12-17T01:17:36.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe5c61c8f0884684361
1379,6,48,Texas,201,Harris,HOUSTON,77032,DR-1379-0003-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,66548,2001,2001-08-01T04:00:00.000Z,2010-03-11T05:00:00.000Z,2014-12-18T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f0884684b50
1379,6,48,Texas,167,Galveston,FRIENDSWOOD,77546,DR-1379-0001-R,Acquisition/Relocation,Single Family,Owner Occupied - Principal Residence,293814,2001,2001-07-12T04:00:00.000Z,2014-12-16T05:00:00.000Z,2014-12-17T01:17:36.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe5c61c8f088468432c
1379,6,48,Texas,201,Harris,HOUSTON,77039,DR-1379-0002-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,13467,2001,2001-07-30T04:00:00.000Z,2010-10-21T04:00:00.000Z,2014-02-18T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f0884684b4a
1379,6,48,Texas,201,Harris,HUMBLE,77396,DR-1379-0007-R,,Single Family,Owner Occupied - Principal Residence,47887,2001,2001-08-14T04:00:00.000Z,2014-12-10T05:00:00.000Z,2014-12-02T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f0884684b6d
1379,6,48,Texas,201,Harris,HOUSTON,77038,DR-1379-0003-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,40042,2001,2001-08-01T04:00:00.000Z,2010-03-11T05:00:00.000Z,2014-12-18T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f0884684b77
1379,6,48,Texas,201,Harris,HOUSTON,77032,DR-1379-0002-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,10686,2001,2001-07-30T04:00:00.000Z,2010-10-21T04:00:00.000Z,2014-02-18T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f0884684b9a
1379,6,48,Texas,201,Harris,HOUSTON,77038,DR-1379-0003-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,48103,2001,2001-08-01T04:00:00.000Z,2010-03-11T05:00:00.000Z,2014-12-18T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f0884684b7b
1379,6,48,Texas,201,Harris,HOUSTON,77038,DR-1379-0003-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,41687,2001,2001-08-01T04:00:00.000Z,2010-03-11T05:00:00.000Z,2014-12-18T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f0884684bb7
1379,6,48,Texas,201,Harris,HOUSTON,77038,DR-1379-0002-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,56481,2001,2001-07-30T04:00:00.000Z,2010-10-21T04:00:00.000Z,2014-02-18T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f0884684bd4
1379,6,48,Texas,201,Harris,HOUSTON,77039,DR-1379-0002-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,14596,2001,2001-07-30T04:00:00.000Z,2010-10-21T04:00:00.000Z,2014-02-18T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f0884684bd8
1379,6,48,Texas,201,Harris,HOUSTON,77038,DR-1379-0003-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,45869,2001,2001-08-01T04:00:00.000Z,2010-03-11T05:00:00.000Z,2014-12-18T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f0884684bba
1379,6,48,Texas,201,Harris,HUMBLE,77396,DR-1379-0007-R,,Single Family,Owner Occupied - Principal Residence,394,2001,2001-08-14T04:00:00.000Z,2014-12-10T05:00:00.000Z,2014-12-02T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f0884684c33
1379,6,48,Texas,167,Galveston,FRIENDSWOOD,77546,DR-1379-0001-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,120199,2001,2001-07-12T04:00:00.000Z,2014-12-16T05:00:00.000Z,2014-12-17T01:17:36.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe5c61c8f0884684423
1379,6,48,Texas,201,Harris,HOUSTON,77060,DR-1379-0003-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,55358,2001,2001-08-01T04:00:00.000Z,2010-03-11T05:00:00.000Z,2014-12-18T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f0884684c6b
1379,6,48,Texas,201,Harris,HOUSTON,77060,DR-1379-0003-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,87496,2001,2001-08-01T04:00:00.000Z,2010-03-11T05:00:00.000Z,2014-12-18T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f0884684c70
1379,6,48,Texas,201,Harris,HOUSTON,77037,DR-1379-0007-R,,Single Family,Owner Occupied - Principal Residence,51068,2001,2001-08-14T04:00:00.000Z,2014-12-10T05:00:00.000Z,2014-12-02T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f0884684c74
1379,6,48,Texas,39,Brazoria,PEARLAND,77581,DR-1379-0004-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,198663,2001,2001-08-03T04:00:00.000Z,2015-02-19T05:00:00.000Z,2015-02-20T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f0884685076
1379,6,48,Texas,201,Harris,HOUSTON,77039,DR-1379-0003-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,27621,2001,2001-08-01T04:00:00.000Z,2010-03-11T05:00:00.000Z,2014-12-18T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f0884684c64
1379,6,48,Texas,39,Brazoria,PEARLAND,77581,DR-1379-0004-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,78036,2001,2001-08-03T04:00:00.000Z,2015-02-19T05:00:00.000Z,2015-02-20T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f0884685083
1379,6,48,Texas,291,Liberty,DAYTON,77535,DR-1379-0139-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,12000,2001,2003-05-27T04:00:00.000Z,2015-01-16T05:00:00.000Z,2015-01-23T19:24:59.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe7c61c8f0884685454
1379,6,48,Texas,39,Brazoria,PEARLAND,77581,DR-1379-0004-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,151034,2001,2001-08-03T04:00:00.000Z,2015-02-19T05:00:00.000Z,2015-02-20T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f0884685082
1379,6,48,Texas,39,Brazoria,PEARLAND,77581,DR-1379-0004-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,114325,2001,2001-08-03T04:00:00.000Z,2015-02-19T05:00:00.000Z,2015-02-20T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f088468507c
1379,6,48,Texas,201,Harris,HOUSTON,77032,DR-1379-0002-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,67607,2001,2001-07-30T04:00:00.000Z,2010-10-21T04:00:00.000Z,2014-02-18T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f0884684c98
1379,6,48,Texas,201,Harris,HOUSTON,77039,DR-1379-0003-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,41426,2001,2001-08-01T04:00:00.000Z,2010-03-11T05:00:00.000Z,2014-12-18T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f0884684cb0
1379,6,48,Texas,201,Harris,HOUSTON,77039,DR-1379-0002-R,Acquisition/Demolition,Manufactured Home,Owner Occupied - Principal Residence,49912,2001,2001-07-30T04:00:00.000Z,2010-10-21T04:00:00.000Z,2014-02-18T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f0884684c99
1379,6,48,Texas,201,Harris,HOUSTON,77015,DR-1379-0016-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,100820,2001,2001-11-13T05:00:00.000Z,2010-10-25T04:00:00.000Z,2015-01-09T01:42:06.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe7c61c8f0884685426
1379,6,48,Texas,201,Harris,HOUSTON,77032,DR-1379-0002-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,63062,2001,2001-07-30T04:00:00.000Z,2010-10-21T04:00:00.000Z,2014-02-18T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f0884684cf5
1379,6,48,Texas,201,Harris,HOUSTON,77039,DR-1379-0002-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,46822,2001,2001-07-30T04:00:00.000Z,2010-10-21T04:00:00.000Z,2014-02-18T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f0884684d19
1379,6,48,Texas,201,Harris,HOUSTON,77045,DR-1379-0016-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,70000,2001,2001-11-13T05:00:00.000Z,2010-10-25T04:00:00.000Z,2015-01-09T01:42:06.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe7c61c8f08846854aa
1379,6,48,Texas,291,Liberty,DAYTON,77535,DR-1379-0139-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,106500,2001,2003-05-27T04:00:00.000Z,2015-01-16T05:00:00.000Z,2015-01-23T19:24:59.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe7c61c8f08846854a8
1379,6,48,Texas,201,Harris,HOUSTON,77037,DR-1379-0016-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,102000,2001,2001-11-13T05:00:00.000Z,2010-10-25T04:00:00.000Z,2015-01-09T01:42:06.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe7c61c8f08846854b9
1379,6,48,Texas,201,Harris,HOUSTON,77038,DR-1379-0016-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,70398,2001,2001-11-13T05:00:00.000Z,2010-10-25T04:00:00.000Z,2015-01-09T01:42:06.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe7c61c8f08846854d7
1379,6,48,Texas,201,Harris,HOUSTON,77088,DR-1379-0016-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,139000,2001,2001-11-13T05:00:00.000Z,2010-10-25T04:00:00.000Z,2015-01-09T01:42:06.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe7c61c8f08846854b3
1379,6,48,Texas,201,Harris,HOUSTON,77029,DR-1379-0016-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,42500,2001,2001-11-13T05:00:00.000Z,2010-10-25T04:00:00.000Z,2015-01-09T01:42:06.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe7c61c8f08846854b8
1379,6,48,Texas,291,Liberty,DAYTON,77535,DR-1379-0139-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,14625,2001,2003-05-27T04:00:00.000Z,2015-01-16T05:00:00.000Z,2015-01-23T19:24:59.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe7c61c8f08846854dd
1379,6,48,Texas,291,Liberty,DAYTON,77535,DR-1379-0139-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,18750,2001,2003-05-27T04:00:00.000Z,2015-01-16T05:00:00.000Z,2015-01-23T19:24:59.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe7c61c8f08846854a9
1379,6,48,Texas,201,Harris,HOUSTON,77040,DR-1379-0016-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,102768,2001,2001-11-13T05:00:00.000Z,2010-10-25T04:00:00.000Z,2015-01-09T01:42:06.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,100%,No,No,61339fe7c61c8f08846854f3
1379,6,48,Texas,201,Harris,HOUSTON,77088,DR-1379-0016-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,117000,2001,2001-11-13T05:00:00.000Z,2010-10-25T04:00:00.000Z,2015-01-09T01:42:06.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe7c61c8f088468550e
1379,6,48,Texas,201,Harris,HOUSTON,77088,DR-1379-0016-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,96000,2001,2001-11-13T05:00:00.000Z,2010-10-25T04:00:00.000Z,2015-01-09T01:42:06.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe7c61c8f0884685511
1379,6,48,Texas,201,Harris,HOUSTON,77013,DR-1379-0016-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,58923,2001,2001-11-13T05:00:00.000Z,2010-10-25T04:00:00.000Z,2015-01-09T01:42:06.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe7c61c8f08846854f1
1379,6,48,Texas,201,Harris,HOUSTON,77040,DR-1379-0016-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,111250,2001,2001-11-13T05:00:00.000Z,2010-10-25T04:00:00.000Z,2015-01-09T01:42:06.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe7c61c8f088468551a
1379,6,48,Texas,201,Harris,HOUSTON,77040,DR-1379-0016-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,107921,2001,2001-11-13T05:00:00.000Z,2010-10-25T04:00:00.000Z,2015-01-09T01:42:06.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe7c61c8f08846854f2
1379,6,48,Texas,201,Harris,HUMBLE,77396,DR-1379-0016-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,65000,2001,2001-11-13T05:00:00.000Z,2010-10-25T04:00:00.000Z,2015-01-09T01:42:06.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe7c61c8f0884685521
1379,6,48,Texas,201,Harris,HOUSTON,77013,DR-1379-0016-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,93000,2001,2001-11-13T05:00:00.000Z,2010-10-25T04:00:00.000Z,2015-01-09T01:42:06.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe7c61c8f0884685523
1379,6,48,Texas,201,Harris,HOUSTON,77039,DR-1379-0005-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,675,2001,2001-08-07T04:00:00.000Z,2010-10-25T04:00:00.000Z,2014-12-15T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe6c61c8f08846850fb
1379,6,48,Texas,201,Harris,HOUSTON,77016,DR-1379-0016-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,42812,2001,2001-11-13T05:00:00.000Z,2010-10-25T04:00:00.000Z,2015-01-09T01:42:06.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe7c61c8f0884685522
